content_id,trend_search_score,youth_preference_score,total_preference_weight
PLACE_00187,0.0,0.0,0.0
PLACE_00188,0.0,0.0,0.0
PLACE_00189,0.0,0.0,0.0
PLACE_00190,0.0,0.0,0.0
PLACE_00191,0.0,0.0,0.0
PLACE_00192,0.0,0.0,0.0
PLACE_00193,0.0,0.0,0.0
PLACE_00194,0.0,0.0,0.0
PLACE_00195,0.0,0.0,0.0
PLACE_00196,0.0,0.0,0.0
PLACE_00197,0.0,0.0,0.0
PLACE_00198,0.0,0.0,0.0
PLACE_00199,0.0,0.0,0.0
PLACE_00200,0.0,0.0,0.0
PLACE_00201,0.0,0.0,0.0
PLACE_00202,0.0,0.0,0.0
PLACE_00203,0.0,0.0,0.0
PLACE_00204,0.0,0.0,0.0
PLACE_00205,0.0,0.0,0.0
PLACE_00206,0.0,0.0,0.0
PLACE_00207,0.0,0.0,0.0
PLACE_00208,0.0,0.0,0.0
PLACE_00209,0.0,0.0,0.0
PLACE_00210,0.0,0.0,0.0
PLACE_00211,0.0,0.0,0.0
PLACE_00212,0.0,0.0,0.0
PLACE_00213,0.0,0.0,0.0
PLACE_00214,0.0,0.0,0.0
PLACE_00215,0.0,0.0,0.0
PLACE_00216,0.0,0.0,0.0
PLACE_00217,0.0,0.0,0.0
PLACE_00218,0.0,0.0,0.0
PLACE_00219,0.0,0.0,0.0
PLACE_00220,0.0,0.0,0.0
PLACE_00221,0.0,0.0,0.0
PLACE_00222,0.0,0.0,0.0
PLACE_00223,0.0,0.0,0.0
PLACE_00224,0.0,0.0,0.0
PLACE_00225,0.0,0.0,0.0
PLACE_00226,0.0,0.0,0.0
PLACE_00227,0.0,0.0,0.0
PLACE_00228,0.0,0.0,0.0
PLACE_00229,0.0,0.0,0.0
PLACE_00230,0.0,0.0,0.0
PLACE_00231,0.0,0.0,0.0
PLACE_00232,0.0,0.0,0.0
PLACE_00233,0.0,0.0,0.0
PLACE_00234,0.0,0.0,0.0
PLACE_00235,0.0,0.0,0.0
PLACE_00236,0.0,0.0,0.0
PLACE_00237,0.0,0.0,0.0
PLACE_00238,0.0,0.0,0.0
PLACE_00239,0.0,0.0,0.0
PLACE_00240,0.0,0.0,0.0
PLACE_00241,0.0,0.0,0.0
PLACE_00242,0.0,0.0,0.0
PLACE_00243,0.0,0.0,0.0
PLACE_00244,0.0,0.0,0.0
PLACE_00245,0.0,0.0,0.0
PLACE_00246,0.0,0.0,0.0
PLACE_00247,0.0,0.0,0.0
PLACE_00248,0.0,0.0,0.0
PLACE_00249,0.0,0.0,0.0
PLACE_00250,0.0,0.0,0.0
PLACE_00251,0.0,0.0,0.0
PLACE_00252,0.0,0.0,0.0
PLACE_00253,0.0,0.0,0.0
PLACE_00254,0.0,0.0,0.0
PLACE_00255,0.0,0.0,0.0
PLACE_00256,0.0,0.0,0.0
PLACE_00257,0.0,0.0,0.0
PLACE_00258,0.0,0.0,0.0
PLACE_00259,0.0,0.0,0.0
PLACE_00260,0.0,0.0,0.0
PLACE_00261,0.0,0.0,0.0
PLACE_00262,0.0,0.0,0.0
PLACE_00263,0.0,0.0,0.0
PLACE_00264,0.0,0.0,0.0
PLACE_00265,0.0,0.0,0.0
PLACE_00266,0.0,0.0,0.0
PLACE_00267,0.0,0.0,0.0
PLACE_00268,0.0,0.0,0.0
PLACE_00269,0.0,0.0,0.0
PLACE_00270,0.0,0.0,0.0
PLACE_00271,0.0,0.0,0.0
PLACE_00272,0.0,0.0,0.0
PLACE_00273,0.0,0.0,0.0
PLACE_00274,0.0,0.0,0.0
PLACE_00275,0.0,0.0,0.0
PLACE_00276,0.0,0.0,0.0
PLACE_00277,0.0,0.0,0.0
PLACE_00278,0.0,0.0,0.0
PLACE_00279,0.0,0.0,0.0
PLACE_00280,0.0,0.0,0.0
PLACE_00281,0.0,0.0,0.0
PLACE_00282,0.0,0.0,0.0
PLACE_00283,0.0,0.0,0.0
PLACE_00284,0.0,0.0,0.0
PLACE_00285,0.0,0.0,0.0
PLACE_00286,0.0,0.0,0.0
PLACE_00287,0.0,0.0,0.0
PLACE_00288,0.0,0.0,0.0
PLACE_00289,0.0,0.0,0.0
PLACE_00290,0.0,0.0,0.0
PLACE_00291,0.0,0.0,0.0
PLACE_00292,0.0,0.0,0.0
PLACE_00293,0.0,0.0,0.0
PLACE_00294,0.0,0.0,0.0
PLACE_00295,0.0,0.0,0.0
PLACE_00296,0.0,0.0,0.0
PLACE_00297,0.0,0.0,0.0
PLACE_00298,0.0,0.0,0.0
PLACE_00299,0.0,0.0,0.0
PLACE_00300,0.0,0.0,0.0
PLACE_00301,0.0,0.0,0.0
PLACE_00302,0.0,0.0,0.0
PLACE_00303,0.0,0.0,0.0
PLACE_00304,0.0,0.0,0.0
PLACE_00305,0.0,0.0,0.0
PLACE_00306,0.0,0.0,0.0
PLACE_00307,0.0,0.0,0.0
PLACE_00308,0.0,0.0,0.0
PLACE_00309,0.0,0.0,0.0
PLACE_00310,0.0,0.0,0.0
PLACE_00311,0.0,0.0,0.0
PLACE_00312,0.0,0.0,0.0
PLACE_00313,0.0,0.0,0.0
PLACE_00314,0.0,0.0,0.0
PLACE_00315,0.0,0.0,0.0
PLACE_00316,0.0,0.0,0.0
PLACE_00317,0.0,0.0,0.0
PLACE_00318,0.0,0.0,0.0
PLACE_00319,0.0,0.0,0.0
PLACE_00320,0.0,0.0,0.0
PLACE_00321,0.0,0.0,0.0
PLACE_00322,0.0,0.0,0.0
PLACE_00323,0.0,0.0,0.0
PLACE_00324,0.0,0.0,0.0
PLACE_00325,0.0,0.0,0.0
PLACE_00326,0.0,0.0,0.0
PLACE_00327,0.0,0.0,0.0
PLACE_00328,0.0,0.0,0.0
PLACE_00329,0.0,0.0,0.0
PLACE_00330,0.0,0.0,0.0
PLACE_00331,0.0,0.0,0.0
PLACE_00332,0.0,0.0,0.0
PLACE_00333,0.0,0.0,0.0
PLACE_00334,0.0,0.0,0.0
PLACE_00335,0.0,0.0,0.0
PLACE_00336,0.0,0.0,0.0
PLACE_00337,0.0,0.0,0.0
PLACE_00338,0.0,0.0,0.0
PLACE_00339,0.0,0.0,0.0
PLACE_00340,0.0,0.0,0.0
PLACE_00341,0.0,0.0,0.0
PLACE_00342,0.0,0.0,0.0
PLACE_00343,0.0,0.0,0.0
PLACE_00344,0.0,0.0,0.0
PLACE_00345,0.0,0.0,0.0
PLACE_00346,0.0,0.0,0.0
PLACE_00347,0.0,0.0,0.0
PLACE_00348,0.0,0.0,0.0
PLACE_00349,0.0,0.0,0.0
PLACE_00350,0.0,0.0,0.0
PLACE_00351,0.0,0.0,0.0
PLACE_00352,0.0,0.0,0.0
PLACE_00353,0.0,0.0,0.0
PLACE_00354,0.0,0.0,0.0
PLACE_00355,0.0,0.0,0.0
PLACE_00356,0.0,0.0,0.0
PLACE_00357,0.0,0.0,0.0
PLACE_00358,0.0,0.0,0.0
PLACE_00359,0.0,0.0,0.0
PLACE_00360,0.0,0.0,0.0
PLACE_00361,0.0,0.0,0.0
PLACE_00362,0.0,0.0,0.0
PLACE_00363,0.0,0.0,0.0
PLACE_00364,0.0,0.0,0.0
PLACE_00365,0.0,0.0,0.0
PLACE_00366,0.0,0.0,0.0
PLACE_00367,0.0,0.0,0.0
PLACE_00368,0.0,0.0,0.0
PLACE_00369,0.0,0.0,0.0
PLACE_00370,0.0,0.0,0.0
PLACE_00371,0.0,0.0,0.0
PLACE_00372,0.0,0.0,0.0
PLACE_00373,0.0,0.0,0.0
PLACE_00374,0.0,0.0,0.0
PLACE_00375,0.0,0.0,0.0
PLACE_00376,0.0,0.0,0.0
PLACE_00377,0.0,0.0,0.0
PLACE_00378,0.0,0.0,0.0
PLACE_00379,0.0,0.0,0.0
PLACE_00380,0.0,0.0,0.0
PLACE_00381,0.0,0.0,0.0
PLACE_00382,0.0,0.0,0.0
PLACE_00383,0.0,0.0,0.0
PLACE_00384,0.0,0.0,0.0
PLACE_00385,0.0,0.0,0.0
PLACE_00386,0.0,0.0,0.0
PLACE_00387,0.0,0.0,0.0
PLACE_00388,0.0,0.0,0.0
PLACE_00389,0.0,0.0,0.0
PLACE_00390,0.0,0.0,0.0
PLACE_00391,0.0,0.0,0.0
PLACE_00392,0.0,0.0,0.0
PLACE_00393,0.0,0.0,0.0
PLACE_00394,0.0,0.0,0.0
PLACE_00395,0.0,0.0,0.0
PLACE_00396,0.0,0.0,0.0
PLACE_00397,0.0,0.0,0.0
PLACE_00398,0.0,0.0,0.0
PLACE_00399,0.0,0.0,0.0
PLACE_00400,0.0,0.0,0.0
PLACE_00401,0.0,0.0,0.0
PLACE_00402,0.0,0.0,0.0
PLACE_00403,0.0,0.0,0.0
PLACE_00404,0.0,0.0,0.0
PLACE_00405,0.0,0.0,0.0
PLACE_00406,0.0,0.0,0.0
PLACE_00407,0.0,0.0,0.0
PLACE_00408,0.0,0.0,0.0
PLACE_00409,0.0,0.0,0.0
PLACE_00410,0.0,0.0,0.0
PLACE_00411,0.0,0.0,0.0
PLACE_00412,0.0,0.0,0.0
PLACE_00413,0.0,0.0,0.0
PLACE_00414,0.0,0.0,0.0
PLACE_00415,0.0,0.0,0.0
PLACE_00416,0.0,0.0,0.0
PLACE_00417,0.0,0.0,0.0
PLACE_00418,0.0,0.0,0.0
PLACE_00419,0.0,0.0,0.0
PLACE_00420,0.0,0.0,0.0
PLACE_00421,0.0,0.0,0.0
PLACE_00422,0.0,0.0,0.0
PLACE_00423,0.0,0.0,0.0
PLACE_00424,0.0,0.0,0.0
PLACE_00425,0.0,0.0,0.0
PLACE_00426,0.0,0.0,0.0
PLACE_00427,0.0,0.0,0.0
PLACE_00428,0.0,0.0,0.0
PLACE_00429,0.0,0.0,0.0
PLACE_00430,0.0,0.0,0.0
PLACE_00431,0.0,0.0,0.0
PLACE_00432,0.0,0.0,0.0
PLACE_00433,0.0,0.0,0.0
PLACE_00434,0.0,0.0,0.0
PLACE_00435,0.0,0.0,0.0
PLACE_00436,0.0,0.0,0.0
PLACE_00437,0.0,0.0,0.0
PLACE_00438,0.0,0.0,0.0
PLACE_00439,0.0,0.0,0.0
PLACE_00440,0.0,0.0,0.0
PLACE_00441,0.0,0.0,0.0
PLACE_00442,0.0,0.0,0.0
PLACE_00443,0.0,0.0,0.0
PLACE_00444,0.0,0.0,0.0
PLACE_00445,0.0,0.0,0.0
PLACE_00446,0.0,0.0,0.0
PLACE_00447,0.0,0.0,0.0
PLACE_00448,0.0,0.0,0.0
PLACE_00449,0.0,0.0,0.0
PLACE_00450,0.0,0.0,0.0
PLACE_00451,0.0,0.0,0.0
PLACE_00452,0.0,0.0,0.0
PLACE_00453,0.0,0.0,0.0
PLACE_00454,0.0,0.0,0.0
PLACE_00455,0.0,0.0,0.0
PLACE_00456,0.0,0.0,0.0
PLACE_00457,0.0,0.0,0.0
PLACE_00458,0.0,0.0,0.0
PLACE_00459,0.0,0.0,0.0
PLACE_00460,0.0,0.0,0.0
PLACE_00461,0.0,0.0,0.0
PLACE_00462,0.0,0.0,0.0
PLACE_00463,0.0,0.0,0.0
PLACE_00464,0.0,0.0,0.0
PLACE_00465,0.0,0.0,0.0
PLACE_00466,0.0,0.0,0.0
PLACE_00467,0.0,0.0,0.0
PLACE_00468,0.0,0.0,0.0
PLACE_00469,0.0,0.0,0.0
PLACE_00470,0.0,0.0,0.0
PLACE_00471,0.0,0.0,0.0
PLACE_00472,0.0,0.0,0.0
PLACE_00473,0.0,0.0,0.0
PLACE_00474,0.0,0.0,0.0
PLACE_00475,0.0,0.0,0.0
PLACE_00476,0.0,0.0,0.0
PLACE_00477,0.0,0.0,0.0
PLACE_00478,0.0,0.0,0.0
PLACE_00479,0.0,0.0,0.0
PLACE_00480,0.0,0.0,0.0
PLACE_00481,0.0,0.0,0.0
PLACE_00482,0.0,0.0,0.0
PLACE_00483,0.0,0.0,0.0
PLACE_00484,0.0,0.0,0.0
PLACE_00485,0.0,0.0,0.0
PLACE_00486,0.0,0.0,0.0
PLACE_00487,0.0,0.0,0.0
PLACE_00488,0.0,0.0,0.0
PLACE_00489,0.0,0.0,0.0
PLACE_00490,0.0,0.0,0.0
PLACE_00491,0.0,0.0,0.0
PLACE_00492,0.0,0.0,0.0
PLACE_00493,0.0,0.0,0.0
PLACE_00494,0.0,0.0,0.0
PLACE_00495,0.0,0.0,0.0
PLACE_00496,0.0,0.0,0.0
PLACE_00497,0.0,0.0,0.0
PLACE_00498,0.0,0.0,0.0
PLACE_00499,0.0,0.0,0.0
PLACE_00500,0.0,0.0,0.0
PLACE_00501,0.0,0.0,0.0
PLACE_00502,0.0,0.0,0.0
PLACE_00503,0.0,0.0,0.0
PLACE_00504,0.0,0.0,0.0
PLACE_00505,0.0,0.0,0.0
PLACE_00506,0.0,0.0,0.0
PLACE_00507,0.0,0.0,0.0
PLACE_00508,0.0,0.0,0.0
PLACE_00509,0.0,0.0,0.0
PLACE_00510,0.0,0.0,0.0
PLACE_00511,0.0,0.0,0.0
PLACE_00512,0.0,0.0,0.0
PLACE_00513,0.0,0.0,0.0
PLACE_00514,0.0,0.0,0.0
PLACE_00515,0.0,0.0,0.0
PLACE_00516,0.0,0.0,0.0
PLACE_00517,0.0,0.0,0.0
PLACE_00518,0.0,0.0,0.0
PLACE_00519,0.0,0.0,0.0
PLACE_00520,0.0,0.0,0.0
PLACE_00521,0.0,0.0,0.0
PLACE_00522,0.0,0.0,0.0
PLACE_00523,0.0,0.0,0.0
PLACE_00524,0.0,0.0,0.0
PLACE_00525,0.0,0.0,0.0
PLACE_00526,0.0,0.0,0.0
PLACE_00527,0.0,0.0,0.0
PLACE_00528,0.0,0.0,0.0
PLACE_00529,0.0,0.0,0.0
PLACE_00530,0.0,0.0,0.0
PLACE_00531,0.0,0.0,0.0
PLACE_00532,0.0,0.0,0.0
PLACE_00533,0.0,0.0,0.0
PLACE_00534,0.0,0.0,0.0
PLACE_00535,0.0,0.0,0.0
PLACE_00536,0.0,0.0,0.0
PLACE_00537,0.0,0.0,0.0
PLACE_00538,0.0,0.0,0.0
PLACE_00539,0.0,0.0,0.0
PLACE_00540,0.0,0.0,0.0
PLACE_00541,0.0,0.0,0.0
PLACE_00542,0.0,0.0,0.0
PLACE_00543,0.0,0.0,0.0
PLACE_00544,0.0,0.0,0.0
PLACE_00545,0.0,0.0,0.0
PLACE_00546,0.0,0.0,0.0
PLACE_00547,0.0,0.0,0.0
PLACE_00548,0.0,0.0,0.0
PLACE_00549,0.0,0.0,0.0
PLACE_00550,0.0,0.0,0.0
PLACE_00551,0.0,0.0,0.0
PLACE_00552,0.0,0.0,0.0
PLACE_00553,0.0,0.0,0.0
PLACE_00554,0.0,0.0,0.0
PLACE_00555,0.0,0.0,0.0
PLACE_00556,0.0,0.0,0.0
PLACE_00557,0.0,0.0,0.0
PLACE_00558,0.0,0.0,0.0
PLACE_00559,0.0,0.0,0.0
PLACE_00560,0.0,0.0,0.0
PLACE_00561,0.0,0.0,0.0
PLACE_00562,0.0,0.0,0.0
PLACE_00563,0.0,0.0,0.0
PLACE_00564,0.0,0.0,0.0
PLACE_00565,0.0,0.0,0.0
PLACE_00566,0.0,0.0,0.0
PLACE_00567,0.0,0.0,0.0
PLACE_00568,0.0,0.0,0.0
PLACE_00569,0.0,0.0,0.0
PLACE_00570,0.0,0.0,0.0
PLACE_00571,0.0,0.0,0.0
PLACE_00572,0.0,0.0,0.0
PLACE_00573,0.0,0.0,0.0
PLACE_00574,0.0,0.0,0.0
PLACE_00575,0.0,0.0,0.0
PLACE_00576,0.0,0.0,0.0
PLACE_00577,0.0,0.0,0.0
PLACE_00578,0.0,0.0,0.0
PLACE_00579,0.0,0.0,0.0
PLACE_00580,0.0,0.0,0.0
PLACE_00581,0.0,0.0,0.0
PLACE_00582,0.0,0.0,0.0
PLACE_00583,0.0,0.0,0.0
PLACE_00584,0.0,0.0,0.0
PLACE_00585,0.0,0.0,0.0
PLACE_00586,0.0,0.0,0.0
PLACE_00587,0.0,0.0,0.0
PLACE_00588,0.0,0.0,0.0
PLACE_00589,0.0,0.0,0.0
PLACE_00590,0.0,0.0,0.0
PLACE_00591,0.0,0.0,0.0
PLACE_00592,0.0,0.0,0.0
PLACE_00593,0.0,0.0,0.0
PLACE_00594,0.0,0.0,0.0
PLACE_00595,0.0,0.0,0.0
PLACE_00596,0.0,0.0,0.0
PLACE_00597,0.0,0.0,0.0
PLACE_00598,0.0,0.0,0.0
PLACE_00599,0.0,0.0,0.0
PLACE_00600,0.0,0.0,0.0
PLACE_00601,0.0,0.0,0.0
PLACE_00602,0.0,0.0,0.0
PLACE_00603,0.0,0.0,0.0
PLACE_00604,0.0,0.0,0.0
PLACE_00605,0.0,0.0,0.0
PLACE_00606,0.0,0.0,0.0
PLACE_00607,0.0,0.0,0.0
PLACE_00608,0.0,0.0,0.0
PLACE_00609,0.0,0.0,0.0
PLACE_00610,0.0,0.0,0.0
PLACE_00611,0.0,0.0,0.0
PLACE_00612,0.0,0.0,0.0
PLACE_00613,0.0,0.0,0.0
PLACE_00614,0.0,0.0,0.0
PLACE_00615,0.0,0.0,0.0
PLACE_00616,0.0,0.0,0.0
PLACE_00617,0.0,0.0,0.0
PLACE_00618,0.0,0.0,0.0
PLACE_00619,0.0,0.0,0.0
PLACE_00620,0.0,0.0,0.0
PLACE_00621,0.0,0.0,0.0
PLACE_00622,0.0,0.0,0.0
PLACE_00623,0.0,0.0,0.0
PLACE_00624,0.0,0.0,0.0
PLACE_00625,0.0,0.0,0.0
PLACE_00626,0.0,0.0,0.0
PLACE_00627,0.0,0.0,0.0
PLACE_00628,0.0,0.0,0.0
PLACE_00629,0.0,0.0,0.0
PLACE_00630,0.0,0.0,0.0
PLACE_00631,0.0,0.0,0.0
PLACE_00632,0.0,0.0,0.0
PLACE_00633,0.0,0.0,0.0
PLACE_00634,0.0,0.0,0.0
PLACE_00635,0.0,0.0,0.0
PLACE_00636,0.0,0.0,0.0
PLACE_00637,0.0,0.0,0.0
PLACE_00638,0.0,0.0,0.0
PLACE_00639,0.0,0.0,0.0
PLACE_00640,0.0,0.0,0.0
PLACE_00641,0.0,0.0,0.0
PLACE_00642,0.0,0.0,0.0
PLACE_00643,0.0,0.0,0.0
PLACE_00644,0.0,0.0,0.0
PLACE_00645,0.0,0.0,0.0
PLACE_00646,0.0,0.0,0.0
PLACE_00647,0.0,0.0,0.0
PLACE_00648,0.0,0.0,0.0
PLACE_00649,0.0,0.0,0.0
PLACE_00650,0.0,0.0,0.0
PLACE_00651,0.0,0.0,0.0
PLACE_00652,0.0,0.0,0.0
PLACE_00653,0.0,0.0,0.0
PLACE_00654,0.0,0.0,0.0
PLACE_00655,0.0,0.0,0.0
PLACE_00656,0.0,0.0,0.0
PLACE_00657,0.0,0.0,0.0
PLACE_00658,0.0,0.0,0.0
PLACE_00659,0.0,0.0,0.0
PLACE_00660,0.0,0.0,0.0
PLACE_00661,0.0,0.0,0.0
PLACE_00662,0.0,0.0,0.0
PLACE_00663,0.0,0.0,0.0
PLACE_00664,0.0,0.0,0.0
PLACE_00665,0.0,0.0,0.0
PLACE_00666,0.0,0.0,0.0
PLACE_00667,0.0,0.0,0.0
PLACE_00668,0.0,0.0,0.0
PLACE_00669,0.0,0.0,0.0
PLACE_00670,0.0,0.0,0.0
PLACE_00671,0.0,0.0,0.0
PLACE_00672,0.0,0.0,0.0
PLACE_00673,0.0,0.0,0.0
PLACE_00674,0.0,0.0,0.0
PLACE_00675,0.0,0.0,0.0
PLACE_00676,0.0,0.0,0.0
PLACE_00677,0.0,0.0,0.0
PLACE_00678,0.0,0.0,0.0
PLACE_00679,0.0,0.0,0.0
PLACE_00680,0.0,0.0,0.0
PLACE_00681,0.0,0.0,0.0
PLACE_00682,0.0,0.0,0.0
PLACE_00683,0.0,0.0,0.0
PLACE_00684,0.0,0.0,0.0
PLACE_00685,0.0,0.0,0.0
PLACE_00686,0.0,0.0,0.0
PLACE_00687,0.0,0.0,0.0
PLACE_00688,0.0,0.0,0.0
PLACE_00689,0.0,0.0,0.0
PLACE_00690,0.0,0.0,0.0
PLACE_00691,0.0,0.0,0.0
PLACE_00692,0.0,0.0,0.0
PLACE_00693,0.0,0.0,0.0
PLACE_00694,0.0,0.0,0.0
PLACE_00695,0.0,0.0,0.0
PLACE_00696,0.0,0.0,0.0
PLACE_00697,0.0,0.0,0.0
